iter	Logloss
739	0.2866269387
740	0.2863340067
741	0.2862943276
742	0.2862200853
743	0.2861125824
744	0.2860101197
745	0.2858739139
746	0.2858352561
747	0.2856746274
748	0.2854659472
749	0.2853887074
750	0.2852232949
751	0.2851429105
752	0.2850532078
753	0.284818493
754	0.2846981119
755	0.2846425538
756	0.2843846058
757	0.2842090527
758	0.2841607803
759	0.2840075706
760	0.2838045811
761	0.2836776869
762	0.2835640577
763	0.2834655799
764	0.283350376
765	0.2832010831
766	0.2831034668
767	0.2829895876
768	0.2829108587
769	0.2828798755
770	0.2827677639
771	0.2826293104
772	0.2825410265
773	0.2824732693
774	0.2823210287
775	0.2822751998
776	0.2822379755
777	0.2820908393
778	0.2819728917
779	0.2819199314
780	0.281712636
781	0.2816004234
782	0.2814526665
783	0.2813851754
784	0.2812943172
785	0.2812419337
786	0.2811278059
787	0.2810738776
788	0.2809384897
789	0.2808916573
790	0.2808848881
791	0.280789859
792	0.2807271708
793	0.2805333021
794	0.2804246878
795	0.2802620919
796	0.2802407887
797	0.2801004823
798	0.2800392205
799	0.279997092
800	0.2799571653
801	0.2799046178
802	0.2797839163
803	0.2795866535
804	0.2794665985
805	0.2794394841
806	0.2793608665
807	0.2793236731
808	0.2790348412
809	0.2787516241
810	0.2787099069
811	0.2786729342
812	0.2785934501
813	0.2785608274
814	0.2784222968
815	0.2783015407
816	0.2782148475
817	0.2781623231
818	0.2780350155
819	0.2779750907
820	0.2778649853
821	0.2775558585
822	0.2774087731
823	0.2773554984
824	0.2771547864
825	0.2770155489
826	0.2769532069
827	0.2768315472
828	0.2767511263
829	0.2765482975
830	0.276371653
831	0.2762963207
832	0.2761077553
833	0.27603836
834	0.2758661201
835	0.2756896933
836	0.2755494288
837	0.2754943542
838	0.2753650429
839	0.2752122977
840	0.2751543632
841	0.2750160052
842	0.2749065049
843	0.2748568523
844	0.2747770437
845	0.274674072
846	0.2745587756
847	0.2744495494
848	0.2744057076
849	0.2743544443
850	0.2742808036
851	0.2741317232
852	0.2741032028
853	0.2739510576
854	0.2738826028
855	0.273792738
856	0.273720021
857	0.2736066916
858	0.2735471364
859	0.273470829
860	0.2733154956
861	0.2732911369
862	0.2732075788
863	0.272987831
864	0.2729501755
865	0.2728622813
866	0.2728010526
867	0.272750827
868	0.2725847568
869	0.2725103384
870	0.2723595618
871	0.2723371751
872	0.2722122104
873	0.2721574906
874	0.2718717279
875	0.2716988446
876	0.2715135948
877	0.2713511817
878	0.2711692151
879	0.2711540843
880	0.2710158619
881	0.2708273103
882	0.270760131
883	0.2706680947
884	0.2704376661
885	0.2703046749
886	0.2701623799
887	0.2699713925
888	0.2698665015
889	0.2697487923
890	0.2696098158
891	0.2694178883
892	0.2693451753
893	0.2692369457
894	0.2691466079
895	0.2690660127
896	0.2689964448
897	0.2688226839
898	0.2687293104
899	0.2686524072
900	0.2685772361
901	0.2684711029
902	0.2683875873
903	0.2682633477
904	0.2681870929
905	0.2681359959
906	0.268104172
907	0.2679559489
908	0.2678258235
909	0.2676863191
910	0.267563516
911	0.2674129724
912	0.2673149417
913	0.2672627465
914	0.2671189287
915	0.2670260472
916	0.2669305564
917	0.2667530126
918	0.2666418639
919	0.2665197936
920	0.2663481681
921	0.2662629337
922	0.2662366383
923	0.2662015856
924	0.2660383395
925	0.2658991066
926	0.2657696962
927	0.2656279244
928	0.2655769741
929	0.2655286369
930	0.2653915028
931	0.2653293737
932	0.2652249189
933	0.2650978987
934	0.2650228211
935	0.2649860385
936	0.2647665754
937	0.2647024343
938	0.2646601188
939	0.2645224614
940	0.2644436097
941	0.2643457307
942	0.2642850075
943	0.264278709
944	0.2641599591
945	0.2641125689
946	0.2640023009
947	0.2638527737
948	0.2637932061
949	0.2636498832
950	0.2635248851
951	0.2634213422
952	0.2633546771
953	0.2632285303
954	0.2631930089
955	0.263080322
956	0.2630402173
957	0.2629172429
958	0.2629018635
959	0.2628567665
960	0.262642581
961	0.2625781633
962	0.2623575814
963	0.2622123461
964	0.2620306425
965	0.2617935963
966	0.2616399469
967	0.2615603341
968	0.2615374196
969	0.2614704961
970	0.2612135587
971	0.2611531066
972	0.2609736181
973	0.2608298609
974	0.2607487372
975	0.2606327351
976	0.260493318
977	0.2603653119
978	0.260252206
979	0.2601694362
980	0.2601024699
981	0.2600552239
982	0.2599794776
983	0.2599389488
984	0.2598673767
985	0.2596701943
986	0.2596066715
987	0.2595095254
988	0.2593516166
989	0.2591942523
990	0.2591353838
991	0.259096909
992	0.259021853
993	0.2589421914
994	0.2588955392
995	0.2588093639
996	0.2587658959
997	0.2586554777
998	0.2586244431
999	0.2585915073
89
999	0.2636430047
